dataset,id,n,plugin,cs,cs-hybrid,NumSets,gt,ueigv,hybrid-alphabet,snne,kle,predictive,surprise,oracle,best-guess,judge-llm-score
hotpot_qa_final,1943,25,1.399346373515739,,1.3464232496742505,,,,,,,,,1.9541368926913418,,
hotpot_qa_final,1943,50,1.5551097513191028,,1.0464263220565824,,,,,,,,,1.9541368926913418,,
hotpot_qa_final,1943,75,1.9270157418845473,,1.3500891787250167,,,,,,,,,1.9541368926913418,,
hotpot_qa_final,1943,100,1.964075983889663,,1.3039777674208644,,,,,,,,,1.9541368926913418,,
hotpot_qa_final,1944,5,0.6730116670092565,,0.7070860020527115,,,,,,,,,1.223016733478343,,
hotpot_qa_final,1944,10,0.9433483923290391,,1.087256154627757,,,,,,,0.1256149913307309,,1.223016733478343,,
hotpot_qa_final,1944,25,1.0133126873497391,,1.0171177348773475,,,,,,,,,1.223016733478343,,
hotpot_qa_final,1944,50,0.861779918537261,,0.8622082641827427,,,,,,,,,1.223016733478343,,
hotpot_qa_final,1944,75,1.2396463382909177,,1.2400357436450342,,,,,,,,,1.223016733478343,,
hotpot_qa_final,1944,100,1.2238034376512692,,1.2241510243057607,,,,,,,,,1.223016733478343,,
hotpot_qa_final,1945,5,0.9502705392332347,,1.489524654318191,,,,,,,,,1.8628963694395078,,
hotpot_qa_final,1945,10,0.639031859650177,,1.1007453516664727,,,,,,,0.2467774713211388,,1.8628963694395078,,
hotpot_qa_final,1945,25,1.4242053194974844,,1.325026958115137,,,,,,,,,1.8628963694395078,,
hotpot_qa_final,1945,50,1.6334871502900938,,1.5548640740467958,,,,,,,,,1.8628963694395078,,
hotpot_qa_final,1945,75,1.7081908774717456,,1.6480937918865135,,,,,,,,,1.8628963694395078,,
hotpot_qa_final,1945,100,1.8676775762365954,,1.7589484829671247,,,,,,,,,1.8628963694395078,,
hotpot_qa_final,1946,5,0.6730116670092565,,0.8092835738953889,,,,,,,,,1.8957040699996075,,
hotpot_qa_final,1946,10,1.0888999753452238,,1.1122588217096017,,,,,,,0.259045401863229,,1.8957040699996075,,
hotpot_qa_final,1946,25,1.4328219754859464,,1.4725584088398618,,,,,,,,,1.8957040699996075,,
hotpot_qa_final,1946,50,1.8180035406133843,,1.827165091974471,,,,,,,,,1.8957040699996075,,
hotpot_qa_final,1946,75,1.7601688125036732,,1.7639542619375679,,,,,,,,,1.8957040699996075,,
hotpot_qa_final,1946,100,1.8886787789752737,,1.9120796571764043,,,,,,,,,1.8957040699996075,,
hotpot_qa_final,1947,5,1.3321790402101223,,2.2820500089392226,,,,,,,,,2.482421243034787,,
hotpot_qa_final,1947,10,1.6434177197931796,,2.179159364337457,,,,,,,0.2105057116871015,,2.482421243034787,,
hotpot_qa_final,1947,25,1.7205938321884506,,1.8544884967518454,,,,,,,,,2.482421243034787,,
hotpot_qa_final,1947,50,1.9372213137509393,,2.0585288094712078,,,,,,,,,2.482421243034787,,
hotpot_qa_final,1947,75,2.2614881707728527,,2.342219545908093,,,,,,,,,2.482421243034787,,
hotpot_qa_final,1947,100,2.493134090807937,,2.544390480875847,,,,,,,,,2.482421243034787,,
hotpot_qa_final,1948,5,-0.0,,0.2594736802630086,,,,,,,,,0.614869813006816,,
hotpot_qa_final,1948,10,-0.0,,0.2705596844535554,,,,,,,0.16359169939426024,,0.614869813006816,,
hotpot_qa_final,1948,25,-0.0,,0.3031758127090986,,,,,,,,,0.614869813006816,,
hotpot_qa_final,1948,50,0.6802920001921535,,0.6802920001926942,,,,,,,,,0.614869813006816,,
hotpot_qa_final,1948,75,0.6730116670092565,,0.6730116670092565,,,,,,,,,0.614869813006816,,
hotpot_qa_final,1948,100,0.6191006644255871,,0.6191006644255872,,,,,,,,,0.614869813006816,,
hotpot_qa_final,1949,5,-0.0,,0.20983696962936724,,,,,,,,,0.9726764202048461,,
hotpot_qa_final,1949,10,-0.0,,0.31487090268108103,,,,,,,0.1676253319754989,,0.9726764202048461,,
hotpot_qa_final,1949,25,0.5004024235381879,,0.5246363663950648,,,,,,,,,0.9726764202048461,,
hotpot_qa_final,1949,50,0.6534181947937018,,0.7070088254480181,,,,,,,,,0.9726764202048461,,
hotpot_qa_final,1949,75,0.915594938493882,,0.9159843420268794,,,,,,,,,0.9726764202048461,,
hotpot_qa_final,1949,100,0.9748474678610376,,0.9748481820934003,,,,,,,,,0.9726764202048461,,
hotpot_qa_final,1950,5,-0.0,,0.16511288633056143,,,,,,,,,1.3394289295694073,,
hotpot_qa_final,1950,10,-0.0,,0.11652115108882047,,,,,,,0.1971488462314453,,1.3394289295694073,,
hotpot_qa_final,1950,25,0.6534181947937018,,0.6534234442087214,,,,,,,,,1.3394289295694073,,
hotpot_qa_final,1950,50,1.0652527887260477,,1.0652541294566484,,,,,,,,,1.3394289295694073,,
hotpot_qa_final,1950,75,1.3201430382214545,,1.3201449642973853,,,,,,,,,1.3394289295694073,,
hotpot_qa_final,1950,100,1.3484356752317954,,1.3717071991181125,,,,,,,,,1.3394289295694073,,
hotpot_qa_final,1951,5,0.5004024235381879,,0.7913473065443453,,,,,,,,,0.37773485323607425,,
hotpot_qa_final,1951,10,0.3250829733914482,,0.5256149754034921,,,,,,,0.16014016548813662,,0.37773485323607425,,
hotpot_qa_final,1951,25,0.3669249912727096,,0.4130263723107602,,,,,,,,,0.37773485323607425,,
hotpot_qa_final,1951,50,0.3669249912727096,,0.3936511460741271,,,,,,,,,0.37773485323607425,,
hotpot_qa_final,1951,75,0.3394889424345316,,0.35007888788613595,,,,,,,,,0.37773485323607425,,
hotpot_qa_final,1951,100,0.3863867062886037,,0.41777008824786277,,,,,,,,,0.37773485323607425,,
hotpot_qa_final,1952,5,-0.0,,0.25481541696708065,,,,,,,,,0.8655731627301118,,
hotpot_qa_final,1952,10,0.5004024235381879,,0.5391223794591277,,,,,,,0.20028571701914774,,0.8655731627301118,,
hotpot_qa_final,1952,25,0.6534181947937018,,0.6534234442087214,,,,,,,,,0.8655731627301118,,
hotpot_qa_final,1952,50,0.5730569171314204,,0.6472558375601143,,,,,,,,,0.8655731627301118,,
hotpot_qa_final,1952,75,0.6212896108237537,,0.6910573405861951,,,,,,,,,0.8655731627301118,,
hotpot_qa_final,1952,100,0.8615516844095028,,0.8679376889287629,,,,,,,,,0.8655731627301118,,
hotpot_qa_final,1953,5,-0.0,,1.3322676295501869e-15,,,,,,,,,-0.0,,
hotpot_qa_final,1953,10,-0.0,,0.17568831707492222,,,,,,,0.052219170548605566,,-0.0,,
hotpot_qa_final,1953,25,-0.0,,0.11694670687890873,,,,,,,,,-0.0,,
hotpot_qa_final,1953,50,-0.0,,0.15679509985567974,,,,,,,,,-0.0,,
hotpot_qa_final,1953,75,-0.0,,0.16586525880224748,,,,,,,,,-0.0,,
hotpot_qa_final,1953,100,-0.0,,0.19807589435130957,,,,,,,,,-0.0,,
hotpot_qa_final,1954,5,-0.0,,0.31151979899264054,,,,,,,,,0.08694717524739205,,
hotpot_qa_final,1954,10,-0.0,,0.30786461998959314,,,,,,,0.11818787994395472,,0.08694717524739205,,
hotpot_qa_final,1954,25,0.167944147734173,,0.2757490992678963,,,,,,,,,0.08694717524739205,,
hotpot_qa_final,1954,50,0.098039113279732,,0.16146769374088218,,,,,,,,,0.08694717524739205,,
hotpot_qa_final,1954,75,0.14144092415187637,,0.23175760611240517,,,,,,,,,0.08694717524739205,,
hotpot_qa_final,1954,100,0.11190205689093088,,0.18351008009494368,,,,,,,,,0.08694717524739205,,
hotpot_qa_final,1955,5,-0.0,,0.3211607855854922,,,,,,,,,0.7940586680361184,,
hotpot_qa_final,1955,10,-0.0,,0.2895755907197181,,,,,,,0.11726554083002663,,0.7940586680361184,,
hotpot_qa_final,1955,25,0.167944147734173,,0.2757490992678963,,,,,,,,,0.7940586680361184,,
hotpot_qa_final,1955,50,0.5730569171314204,,0.5863703082459751,,,,,,,,,0.7940586680361184,,
hotpot_qa_final,1955,75,0.6810111338062694,,0.6956717723746839,,,,,,,,,0.7940586680361184,,
hotpot_qa_final,1955,100,0.8225874872729984,,0.8227188463422854,,,,,,,,,0.7940586680361184,,
hotpot_qa_final,1956,5,1.0549201679861442,,1.3572884455193177,,,,,,,,,1.2554053355810013,,
hotpot_qa_final,1956,10,0.8979457248567797,,1.0572078765976465,,,,,,,0.17599394125784493,,1.2554053355810013,,
hotpot_qa_final,1956,25,1.204006919010495,,1.2366012314596155,,,,,,,,,1.2554053355810013,,
hotpot_qa_final,1956,50,1.1860064754404442,,1.2052309025445127,,,,,,,,,1.2554053355810013,,
hotpot_qa_final,1956,75,1.0630389079098006,,1.0721199466731535,,,,,,,,,1.2554053355810013,,
hotpot_qa_final,1956,100,1.2930534535864302,,1.3712726479925366,,,,,,,,,1.2554053355810013,,
hotpot_qa_final,1957,5,0.9502705392332347,,1.489524654318191,,,,,,,,,2.6059310349110714,,
hotpot_qa_final,1957,10,1.0296530140645737,,1.0887691297441657,,,,,,,0.3124958181257627,,2.6059310349110714,,
hotpot_qa_final,1957,25,1.866659353586364,,2.0391360808360965,,,,,,,,,2.6059310349110714,,
hotpot_qa_final,1957,50,2.3116579785255684,,2.241066929501645,,,,,,,,,2.6059310349110714,,
hotpot_qa_final,1957,75,2.55448137583459,,2.588291474863395,,,,,,,,,2.6059310349110714,,
hotpot_qa_final,1957,100,2.615417940932956,,2.6372945269580885,,,,,,,,,2.6059310349110714,,
hotpot_qa_final,1958,5,0.9502705392332347,,1.489524654318191,,,,,,,,,2.689729258238345,,
hotpot_qa_final,1958,10,1.3592367006650063,,1.8081537561853358,,,,,,,0.3572904173853929,,2.689729258238345,,
hotpot_qa_final,1958,25,2.064051464239961,,2.3495126956049615,,,,,,,,,2.689729258238345,,
hotpot_qa_final,1958,50,2.464836437595725,,2.6362861857803446,,,,,,,,,2.689729258238345,,
hotpot_qa_final,1958,75,2.5978257722867832,,2.707304819800209,,,,,,,,,2.689729258238345,,
hotpot_qa_final,1958,100,2.6893243406396055,,2.7523764788456138,,,,,,,,,2.689729258238345,,
hotpot_qa_final,1959,5,0.9502705392332347,,1.489524654318191,,,,,,,,,2.014081019842819,,
hotpot_qa_final,1959,10,1.5571130980576458,,1.7978743942202682,,,,,,,0.23745702090787937,,2.014081019842819,,
hotpot_qa_final,1959,25,1.6906411275395088,,1.746101017837257,,,,,,,,,2.014081019842819,,
hotpot_qa_final,1959,50,1.7820947549642712,,1.7958313788322506,,,,,,,,,2.014081019842819,,
hotpot_qa_final,1959,75,1.9088405372580401,,1.930870355410516,,,,,,,,,2.014081019842819,,
hotpot_qa_final,1959,100,2.016280546597047,,2.0553892672525276,,,,,,,,,2.014081019842819,,
hotpot_qa_final,1960,5,-0.0,,4.440892098500625e-16,,,,,,,,,0.6032310179105218,,
hotpot_qa_final,1960,10,-0.0,,4.440892098500625e-16,,,,,,,0.09076556704315648,,0.6032310179105218,,
hotpot_qa_final,1960,25,-0.0,,0.155540180362326,,,,,,,,,0.6032310179105218,,
hotpot_qa_final,1960,50,0.3237561833380921,,0.391129467414143,,,,,,,,,0.6032310179105218,,
hotpot_qa_final,1960,75,0.6030145605660642,,0.6040595264789157,,,,,,,,,0.6032310179105218,,
hotpot_qa_final,1960,100,0.6535076427347577,,0.6535562264782673,,,,,,,,,0.6032310179105218,,
hotpot_qa_final,1961,5,-0.0,,1.055811128735716e-05,,,,,,,,,-0.0,,
hotpot_qa_final,1961,10,-0.0,,0.000861295258600947,,,,,,,0.09840036027289863,,-0.0,,
hotpot_qa_final,1961,25,-0.0,,0.05268407899849553,,,,,,,,,-0.0,,
hotpot_qa_final,1961,50,-0.0,,0.028519264275851008,,,,,,,,,-0.0,,
hotpot_qa_final,1961,75,-0.0,,0.01956918169337164,,,,,,,,,-0.0,,
hotpot_qa_final,1961,100,-0.0,,0.025522739525197458,,,,,,,,,-0.0,,
hotpot_qa_final,1962,5,-0.0,,0.20967835608619134,,,,,,,,,-0.0,,
hotpot_qa_final,1962,10,-0.0,,0.3313988674117946,,,,,,,0.15035602633467907,,-0.0,,
hotpot_qa_final,1962,25,-0.0,,0.3406526055945859,,,,,,,,,-0.0,,
hotpot_qa_final,1962,50,-0.0,,0.3491795767074098,,,,,,,,,-0.0,,
hotpot_qa_final,1962,75,-0.0,,0.3398060166651377,,,,,,,,,-0.0,,
hotpot_qa_final,1962,100,-0.0,,0.3503695991479672,,,,,,,,,-0.0,,
hotpot_qa_final,1963,5,0.5004024235381879,,0.9031240921721709,,,,,,,,,2.3579853407195976,,
hotpot_qa_final,1963,10,1.0888999753452235,,1.4226596616388734,,,,,,,0.5336304149068584,,2.3579853407195976,,
hotpot_qa_final,1963,25,1.6766052457397171,,1.7440596236926598,,,,,,,,,2.3579853407195976,,
hotpot_qa_final,1963,50,2.112523337184469,,2.145673971644013,,,,,,,,,2.3579853407195976,,
hotpot_qa_final,1963,75,2.2764873762986753,,2.2959149190522603,,,,,,,,,2.3579853407195976,,
hotpot_qa_final,1963,100,2.378341934750733,,2.386361986493892,,,,,,,,,2.3579853407195976,,
hotpot_qa_final,1964,5,0.5004024235381879,,0.7913473065443453,,,,,,,,,2.0438036402296262,,
hotpot_qa_final,1964,10,0.8979457248567797,,1.0572078765976465,,,,,,,0.24377142468710797,,2.0438036402296262,,
hotpot_qa_final,1964,25,1.1550006526937817,,1.2263460131415502,,,,,,,,,2.0438036402296262,,
hotpot_qa_final,1964,50,1.7489100034732834,,1.9253837372783988,,,,,,,,,2.0438036402296262,,
hotpot_qa_final,1964,75,2.0241978996443053,,2.12754374935133,,,,,,,,,2.0438036402296262,,
hotpot_qa_final,1964,100,2.095749269770839,,2.1625224405534693,,,,,,,,,2.0438036402296262,,
hotpot_qa_final,1965,5,-0.0,,0.19259485203344562,,,,,,,,,0.3071915019971967,,
hotpot_qa_final,1965,10,-0.0,,0.295174425374538,,,,,,,0.11643571241653741,,0.3071915019971967,,
hotpot_qa_final,1965,25,-0.0,,0.3350908883882537,,,,,,,,,0.3071915019971967,,
hotpot_qa_final,1965,50,0.167944147734173,,0.2871018830279928,,,,,,,,,0.3071915019971967,,
hotpot_qa_final,1965,75,0.31018284693147785,,0.3947087666716501,,,,,,,,,0.3071915019971967,,
hotpot_qa_final,1965,100,0.3250829733914482,,0.3791068503869135,,,,,,,,,0.3071915019971967,,
hotpot_qa_final,1966,5,-0.0,,0.24692281010585493,,,,,,,,,1.3778256771383406,,
hotpot_qa_final,1966,10,-0.0,,0.2585690912146831,,,,,,,0.21596275442574386,,1.3778256771383406,,
hotpot_qa_final,1966,25,0.5929533174474745,,0.6089917785152696,,,,,,,,,1.3778256771383406,,
hotpot_qa_final,1966,50,0.7641870673072082,,0.7834069066778953,,,,,,,,,1.3778256771383406,,
hotpot_qa_final,1966,75,1.012675602542226,,1.0126756076864476,,,,,,,,,1.3778256771383406,,
hotpot_qa_final,1966,100,1.3810631903675317,,1.3819614120862638,,,,,,,,,1.3778256771383406,,
hotpot_qa_final,1967,5,0.5004024235381879,,0.8441433626370289,,,,,,,,,1.7032926491938536,,
hotpot_qa_final,1967,10,0.9433483923290391,,1.1038609756026618,,,,,,,0.30934959918308513,,1.7032926491938536,,
hotpot_qa_final,1967,25,1.6069214245371812,,1.4585767625890922,,,,,,,,,1.7032926491938536,,
hotpot_qa_final,1967,50,1.6681428323796161,,1.3073299025867333,,,,,,,,,1.7032926491938536,,
hotpot_qa_final,1967,75,1.6281806967756958,,1.2250524461312229,,,,,,,,,1.7032926491938536,,
hotpot_qa_final,1967,100,1.7210864271753907,,1.410299508968495,,,,,,,,,1.7032926491938536,,
hotpot_qa_final,1968,5,-0.0,,0.34168312296069575,,,,,,,,,-0.0,,
hotpot_qa_final,1968,10,-0.0,,0.35911046588801904,,,,,,,0.2044464281126845,,-0.0,,
hotpot_qa_final,1968,25,-0.0,,0.3525766741471663,,,,,,,,,-0.0,,
hotpot_qa_final,1968,50,-0.0,,0.36699213321756924,,,,,,,,,-0.0,,
hotpot_qa_final,1968,75,-0.0,,0.36631626701804176,,,,,,,,,-0.0,,
hotpot_qa_final,1968,100,-0.0,,0.3665572289922135,,,,,,,,,-0.0,,
hotpot_qa_final,1969,5,-0.0,,8.881784197001248e-16,,,,,,,,,0.34448947526061596,,
hotpot_qa_final,1969,10,-0.0,,1.8312995547642595e-05,,,,,,,0.039028095103676316,,0.34448947526061596,,
hotpot_qa_final,1969,25,-0.0,,0.1482671704955162,,,,,,,,,0.34448947526061596,,
hotpot_qa_final,1969,50,-0.0,,0.15539453359773317,,,,,,,,,0.34448947526061596,,
hotpot_qa_final,1969,75,0.31018284693147785,,0.3103253838797589,,,,,,,,,0.34448947526061596,,
hotpot_qa_final,1969,100,0.3669249912727096,,0.36692570550507236,,,,,,,,,0.34448947526061596,,
hotpot_qa_final,1970,5,-0.0,,8.881784197001248e-16,,,,,,,,,1.0444111555277833,,
hotpot_qa_final,1970,10,0.5004024235381879,,0.5391223794591277,,,,,,,0.16360289496592578,,1.0444111555277833,,
hotpot_qa_final,1970,25,0.8605492869589841,,0.9761028147184097,,,,,,,,,1.0444111555277833,,
hotpot_qa_final,1970,50,0.9782487973203912,,1.0958951391793523,,,,,,,,,1.0444111555277833,,
hotpot_qa_final,1970,75,0.9305584189719703,,0.983884076306958,,,,,,,,,1.0444111555277833,,
hotpot_qa_final,1970,100,1.1591024698169683,,1.1741590030720839,,,,,,,,,1.0444111555277833,,
hotpot_qa_final,1971,5,-0.0,,-0.0,,,,,,,,,0.07311977681041838,,
hotpot_qa_final,1971,10,-0.0,,0.19749863847373444,,,,,,,0.12727570129939259,,0.07311977681041838,,
hotpot_qa_final,1971,25,-0.0,,0.18999877388477357,,,,,,,,,0.07311977681041838,,
hotpot_qa_final,1971,50,0.167944147734173,,0.42033064701890044,,,,,,,,,0.07311977681041838,,
hotpot_qa_final,1971,75,0.1229569993369445,,0.3759574526290005,,,,,,,,,0.07311977681041838,,
hotpot_qa_final,1971,100,0.098039113279732,,0.34497402086393086,,,,,,,,,0.07311977681041838,,
hotpot_qa_final,1972,5,-0.0,,2.2204460492503126e-16,,,,,,,,,0.24893921531356017,,
hotpot_qa_final,1972,10,-0.0,,0.2375016832744342,,,,,,,0.2189104421698181,,0.24893921531356017,,
hotpot_qa_final,1972,25,-0.0,,0.2642933314035492,,,,,,,,,0.24893921531356017,,
hotpot_qa_final,1972,50,-0.0,,0.24453932906881626,,,,,,,,,0.24893921531356017,,
hotpot_qa_final,1972,75,0.20821546401080435,,0.2108216481210882,,,,,,,,,0.24893921531356017,,
hotpot_qa_final,1972,100,0.30253782309749805,,0.302555203636608,,,,,,,,,0.24893921531356017,,
hotpot_qa_final,1973,5,0.5004024235381879,,0.7913473065443453,,,,,,,,,0.5997006997736839,,
hotpot_qa_final,1973,10,0.6108643020548935,,0.6213651327154892,,,,,,,0.11826812975789447,,0.5997006997736839,,
hotpot_qa_final,1973,25,0.6592146182148859,,0.7489113278159849,,,,,,,,,0.5997006997736839,,
hotpot_qa_final,1973,50,0.6004829082458254,,0.6618980543812445,,,,,,,,,0.5997006997736839,,
hotpot_qa_final,1973,75,0.598717364654031,,0.6526551107846412,,,,,,,,,0.5997006997736839,,
hotpot_qa_final,1973,100,0.6628708747095372,,0.6800857062129028,,,,,,,,,0.5997006997736839,,
hotpot_qa_final,1974,5,-0.0,,0.16060242388993906,,,,,,,,,0.935543603644333,,
hotpot_qa_final,1974,10,0.3250829733914482,,0.5256149754034921,,,,,,,0.04935932397852073,,0.935543603644333,,
hotpot_qa_final,1974,25,0.9086163473457878,,0.9373152121466299,,,,,,,,,0.935543603644333,,
hotpot_qa_final,1974,50,0.7286666422231591,,0.7478865764775902,,,,,,,,,0.935543603644333,,
hotpot_qa_final,1974,75,0.89307689076574,,0.9077883038838989,,,,,,,,,0.935543603644333,,
hotpot_qa_final,1974,100,0.9453656457639303,,0.9573285867630623,,,,,,,,,0.935543603644333,,
hotpot_qa_final,1975,5,-0.0,,2.2204460492503126e-16,,,,,,,,,0.6363838092900544,,
hotpot_qa_final,1975,10,-0.0,,4.440892098500625e-16,,,,,,,0.08793820341898247,,0.6363838092900544,,
hotpot_qa_final,1975,25,0.2787693717685874,,0.3074671908978172,,,,,,,,,0.6363838092900544,,
hotpot_qa_final,1975,50,0.2787693717685874,,0.2819435955061077,,,,,,,,,0.6363838092900544,,
hotpot_qa_final,1975,75,0.3394889424345316,,0.3395395255184537,,,,,,,,,0.6363838092900544,,
hotpot_qa_final,1975,100,0.6573673726043245,,0.6573854673757973,,,,,,,,,0.6363838092900544,,
hotpot_qa_final,1976,5,0.6730116670092565,,0.7070860020527115,,,,,,,,,2.2199024633374025,,
hotpot_qa_final,1976,10,1.2798542258336676,,1.4542598538950489,,,,,,,0.35933015270086,,2.2199024633374025,,
hotpot_qa_final,1976,25,1.350592478063785,,1.4294039206912283,,,,,,,,,2.2199024633374025,,
hotpot_qa_final,1976,50,1.7494754004339388,,1.7990901972962359,,,,,,,,,2.2199024633374025,,
hotpot_qa_final,1976,75,2.0903255006709878,,2.1373433147163787,,,,,,,,,2.2199024633374025,,
hotpot_qa_final,1976,100,2.2400503128802898,,2.28755738564064,,,,,,,,,2.2199024633374025,,
hotpot_qa_final,1977,5,-0.0,,-0.0,,,,,,,,,0.60006947845413,,
hotpot_qa_final,1977,10,-0.0,,0.19664488905227084,,,,,,,0.0858798903550761,,0.60006947845413,,
hotpot_qa_final,1977,25,-0.0,,0.1766818489189943,,,,,,,,,0.60006947845413,,
hotpot_qa_final,1977,50,0.4623797696243157,,0.5190057375024123,,,,,,,,,0.60006947845413,,
hotpot_qa_final,1977,75,0.6212896108237537,,0.6276128638590963,,,,,,,,,0.60006947845413,,
hotpot_qa_final,1977,100,0.6817080239996383,,0.7170327255911005,,,,,,,,,0.60006947845413,,
hotpot_qa_final,1978,5,-0.0,,0.16240658848199796,,,,,,,,,0.8063114627429252,,
hotpot_qa_final,1978,10,0.5004024235381879,,0.5391223794591277,,,,,,,0.17306488167595174,,0.8063114627429252,,
hotpot_qa_final,1978,25,0.6534181947937018,,0.6759526023441818,,,,,,,,,0.8063114627429252,,
hotpot_qa_final,1978,50,0.812378724730346,,0.8315985576204368,,,,,,,,,0.8063114627429252,,
hotpot_qa_final,1978,75,0.8369932239496447,,0.8395994080599296,,,,,,,,,0.8063114627429252,,
hotpot_qa_final,1978,100,0.8231206123166706,,0.8253300243285872,,,,,,,,,0.8063114627429252,,
hotpot_qa_final,1979,5,-0.0,,0.3278696018473887,,,,,,,,,0.4472300252365951,,
hotpot_qa_final,1979,10,-0.0,,0.34736575271557874,,,,,,,0.11705819397250272,,0.4472300252365951,,
hotpot_qa_final,1979,25,0.2787693717685874,,0.3074671908978172,,,,,,,,,0.4472300252365951,,
hotpot_qa_final,1979,50,0.439669879401343,,0.43971787690619657,,,,,,,,,0.4472300252365951,,
hotpot_qa_final,1979,75,0.439669879401343,,0.43967049334799596,,,,,,,,,0.4472300252365951,,
hotpot_qa_final,1979,100,0.4770765447943764,,0.509060875095447,,,,,,,,,0.4472300252365951,,
hotpot_qa_final,1980,5,0.6730116670092565,,0.760237553780903,,,,,,,,,2.0904022008049425,,
hotpot_qa_final,1980,10,1.3321790402101223,,1.4385850096116626,,,,,,,0.2894131593146158,,2.0904022008049425,,
hotpot_qa_final,1980,25,1.331911373419505,,1.1679140959092684,,,,,,,,,2.0904022008049425,,
hotpot_qa_final,1980,50,1.4751471957530213,,1.4927101965847105,,,,,,,,,2.0904022008049425,,
hotpot_qa_final,1980,75,1.9967836867086695,,2.04784684608713,,,,,,,,,2.0904022008049425,,
hotpot_qa_final,1980,100,2.095392748472706,,2.108334845007564,,,,,,,,,2.0904022008049425,,
hotpot_qa_final,1981,5,0.6730116670092565,,0.7689956001356053,,,,,,,,,0.8038573654633525,,
hotpot_qa_final,1981,10,0.6730116670092565,,0.7248869889959615,,,,,,,0.11556143381017699,,0.8038573654633525,,
hotpot_qa_final,1981,25,0.6730116670092565,,0.7153863237407119,,,,,,,,,0.8038573654633525,,
hotpot_qa_final,1981,50,0.6534181947937018,,0.7070090328341568,,,,,,,,,0.8038573654633525,,
hotpot_qa_final,1981,75,0.7104460000411466,,0.7477344567137586,,,,,,,,,0.8038573654633525,,
hotpot_qa_final,1981,100,0.812027476354491,,0.8190639205624376,,,,,,,,,0.8038573654633525,,
hotpot_qa_final,1982,5,1.0549201679861442,,1.3572884455193175,,,,,,,,,2.285574905065358,,
hotpot_qa_final,1982,10,1.0888999753452235,,1.4226596616388731,,,,,,,0.4198190885967784,,2.285574905065358,,
hotpot_qa_final,1982,25,1.7879527534854684,,1.9077881599635644,,,,,,,,,2.285574905065358,,
hotpot_qa_final,1982,50,2.0567704188057503,,2.107351034057068,,,,,,,,,2.285574905065358,,
hotpot_qa_final,1982,75,2.130338914848798,,2.158378520646895,,,,,,,,,2.285574905065358,,
hotpot_qa_final,1982,100,2.27218829904759,,2.2964475212186666,,,,,,,,,2.285574905065358,,
hotpot_qa_final,1983,5,-0.0,,0.40391476858239517,,,,,,,,,1.0709907391980371,,
hotpot_qa_final,1983,10,-0.0,,0.3650682990279863,,,,,,,0.20593495899026326,,1.0709907391980371,,
hotpot_qa_final,1983,25,0.7174352514213597,,0.7432419706730984,,,,,,,,,1.0709907391980371,,
hotpot_qa_final,1983,50,0.8256170974301047,,0.8408393482457268,,,,,,,,,1.0709907391980371,,
hotpot_qa_final,1983,75,0.8825632953798344,,0.8729806243471061,,,,,,,,,1.0709907391980371,,
hotpot_qa_final,1983,100,1.0995563635629888,,1.0804946480587356,,,,,,,,,1.0709907391980371,,
hotpot_qa_final,1984,5,-0.0,,0.27894831113319485,,,,,,,,,0.7600213098011168,,
hotpot_qa_final,1984,10,-0.0,,0.31676623380156865,,,,,,,0.07646024587063177,,0.7600213098011168,,
hotpot_qa_final,1984,25,-0.0,,0.31146368502571475,,,,,,,,,0.7600213098011168,,
hotpot_qa_final,1984,50,0.167944147734173,,0.18716398060895095,,,,,,,,,0.7600213098011168,,
hotpot_qa_final,1984,75,0.5789373169836983,,0.5935981470179351,,,,,,,,,0.7600213098011168,,
hotpot_qa_final,1984,100,0.7702233513336298,,0.7702236663194044,,,,,,,,,0.7600213098011168,,
hotpot_qa_final,1985,5,0.9502705392332347,,1.489524654318191,,,,,,,,,1.5545597965727826,,
hotpot_qa_final,1985,10,0.9502705392332347,,1.0277425562549327,,,,,,,0.22771422118970225,,1.5545597965727826,,
hotpot_qa_final,1985,25,1.4088131112702587,,1.445189821196168,,,,,,,,,1.5545597965727826,,
hotpot_qa_final,1985,50,1.5303366628868547,,1.5335319655844262,,,,,,,,,1.5545597965727826,,
hotpot_qa_final,1985,75,1.5374453861014004,,1.5375937863572793,,,,,,,,,1.5545597965727826,,
hotpot_qa_final,1985,100,1.5581961791553485,,1.5581971308243336,,,,,,,,,1.5545597965727826,,
hotpot_qa_final,1986,5,-0.0,,0.2738091969350536,,,,,,,,,0.05387421784499339,,
hotpot_qa_final,1986,10,-0.0,,0.32874772668979285,,,,,,,0.24535435672939537,,0.05387421784499339,,
hotpot_qa_final,1986,25,-0.0,,0.3650472181432128,,,,,,,,,0.05387421784499339,,
hotpot_qa_final,1986,50,-0.0,,0.36705213515662943,,,,,,,,,0.05387421784499339,,
hotpot_qa_final,1986,75,-0.0,,0.36381844764519217,,,,,,,,,0.05387421784499339,,
hotpot_qa_final,1986,100,0.056001534354847345,,0.41524422631754143,,,,,,,,,0.05387421784499339,,
hotpot_qa_final,1987,5,-0.0,,0.2109644285340994,,,,,,,,,0.41436423005007816,,
hotpot_qa_final,1987,10,-0.0,,0.21564340395789905,,,,,,,0.1427669392079287,,0.41436423005007816,,
hotpot_qa_final,1987,25,0.167944147734173,,0.2757490992678963,,,,,,,,,0.41436423005007816,,
