id,oracle,num_nodes,num_edges,num_components,avg_degree,avg_clustering,ans_char_len_mean,ans_char_len_std,ans_word_len_mean,ans_word_len_std
1908,0.0,100,2407,2,48.14,0.9522852857837542,120.74,16.68089925633507,22.42,3.086033052318137
1909,2.429602066089722,100,248,23,4.96,0.27952275240387764,318.84,95.09623757015838,53.66,17.258169080177655
1910,0.0,100,4950,1,99.0,1.0,82.78,5.212638487368944,11.23,0.6611353870426239
1911,1.2078341493310525,100,2009,6,40.18,0.9327339444917574,93.99,49.88777305111945,14.72,7.995098498455163
1912,1.1765756145121395,100,1025,6,20.5,0.7673899400320202,167.33,61.60374258111272,26.98,10.299495133257745
1913,1.66986292747107,100,920,8,18.4,0.6954213217526779,166.08,106.25372275831093,28.61,17.825765060720396
1914,0.0,100,4458,1,89.16,0.9714498221702773,238.47,35.773301497066214,43.97,6.168395253224293
1915,3.37854122678746,100,88,50,1.76,0.1119047619047619,506.51,38.00512991689411,76.7,6.085228015448558
1916,0.3810488224064213,100,3114,1,62.28,0.9875508909352797,68.91,20.0848674379494,12.07,3.842538223622506
1917,2.727078965827841,100,410,17,8.2,0.4707242851097542,291.11,87.47021150083039,52.39,15.367429843666116
1918,0.5122768096035597,100,3503,3,70.06,0.9274356576846878,171.48,20.438923650720945,27.21,3.723694402068999
1919,0.8687506655622093,100,2065,3,41.3,0.795091702657333,216.11,62.967117609114034,31.21,9.218779745714725
1920,0.6484226292798767,100,3788,1,75.76,0.8932979933986226,125.73,42.091769979415226,21.07,7.162757848761886
1921,1.2628509718523155,100,1210,9,24.2,0.5701050749871627,264.95,73.49930271778094,44.96,12.495535202623376
1922,0.6669586925723109,100,2743,9,54.86,0.8645634132781503,174.08,81.79702684083328,30.2,13.821722034536796
1923,0.2232513259389678,100,3994,3,79.88,0.9222836650857292,113.34,41.05172834363981,18.09,6.551480748655224
1924,2.331856744383612,100,305,13,6.1,0.3304529481704317,224.88,78.3339364515789,36.33,12.573825988934315
1925,0.7513729984510853,100,3447,10,68.94,0.8657307888341715,113.98,46.298807760027685,19.06,8.002274676615393
1926,1.5950470483524055,100,1631,3,32.62,0.7791060026173717,223.9,93.51304721802194,35.39,15.067113193973157
1927,2.5178698741837784,100,96,43,1.92,0.13976648351648352,324.14,64.38043491620726,58.25,11.201227611293326
1928,0.5885502678901208,100,2549,1,50.98,0.902876538781136,141.92,21.814527269688885,23.2,3.7469987990390394
1929,1.2893173721232445,100,1671,6,33.42,0.8676794400290849,204.46,84.82174485354567,34.96,14.787102488317311
1930,0.6657022633917841,100,2454,2,49.08,0.9089184337563132,118.59,19.960007515028643,23.52,3.6891191360540256
1931,1.3309537857583082,100,969,7,19.38,0.8067684605752974,213.24,62.71189998716353,40.03,10.522789554105888
1932,0.512730330665871,100,3980,3,79.6,0.941447450233293,74.96,23.83984899281034,12.77,4.151758663506346
1933,1.6375916403059254,100,765,9,15.3,0.5061430215284726,276.67,82.15181738707916,45.74,14.077371913819709
1934,1.02261025516757,100,1732,7,34.64,0.9028277677049279,200.48,45.32471290587509,31.45,7.8897084863764135
1935,0.1289548884591773,100,3266,10,65.32,0.91,89.49,63.96475513906076,13.71,10.551108946456766
1936,1.0613484752992417,100,2396,5,47.92,0.8126687507644423,227.11,37.70514421136723,36.17,6.854276037627899
1937,1.3458840495410227,100,940,15,18.8,0.6754238217344681,239.41,118.7323961688637,37.97,19.01391858613053
1938,1.8874532477140964,100,334,17,6.68,0.6648190698190699,192.3,67.07972868162184,34.46,12.332412578242751
1939,0.6920550854667159,100,1127,9,22.54,0.6848921650927364,178.34,92.6732129582222,29.78,14.473824650036352
1940,1.4880699636780903,100,1486,6,29.72,0.8354569102286756,143.43,58.65871716974384,21.29,8.981419709600482
1941,0.368097963641522,100,3245,2,64.9,0.9249712682808311,54.92,22.427964686970594,9.84,4.021740916568345
1942,0.0,100,2034,26,40.68,0.7218560606060607,207.66,57.43748253536187,34.39,10.04180760620318
1943,1.9541368926913416,100,212,16,4.24,0.3498013587468016,298.01,91.80506467510385,53.47,16.29199496685412
1944,1.223016733478343,100,1418,7,28.36,0.8802644882375666,184.06,66.92649998319052,32.13,11.899289894779436
1945,1.8628963694395082,100,349,17,6.98,0.5404771529200793,252.61,64.8404032991776,37.58,9.70379307281436
1946,1.8957040699996075,100,543,5,10.86,0.46110308436926417,221.12,74.60740981966872,32.74,11.775924592149867
1947,2.482421243034787,100,1189,10,23.78,0.6825685808029123,273.53,74.82612578504917,45.02,12.48677700609729
1948,0.614869813006816,100,2619,1,52.38,0.8714015153434957,209.85,53.502406487932866,35.9,8.479976415061541
1949,0.972676420204846,100,886,6,17.72,0.8508403018511734,249.06,70.09590858245579,36.48,9.52520865913183
1950,1.3394289295694073,100,3029,5,60.58,0.8832570945757883,113.26,58.859429151156405,17.9,9.192932067626737
1951,0.3777348532360742,100,3335,9,66.7,0.929037037037037,201.55,42.565567070109616,33.01,6.470695480394669
1952,0.8655731627301119,100,3086,8,61.72,0.8245954133821022,150.61,66.7896541389458,23.81,11.098373754744431
1953,0.0,100,3721,2,74.42,0.9717779683592872,135.6,19.662146373170962,23.89,3.3731142880133778
1954,0.086947175247392,100,4228,3,84.56,0.922742852027266,103.12,38.47681899533796,16.94,6.421557443486744
1955,0.7940586680361182,100,1700,8,34.0,0.8595865375940106,245.67,67.03104579222973,41.62,10.78497102453224
1956,1.255405335581001,100,799,6,15.98,0.6770683102634765,375.03,76.14807351469896,59.45,11.984469116318838
1957,2.605931034911072,100,228,22,4.56,0.4265324111372498,241.21,97.8278380625883,39.7,16.981460479004742
1958,2.6897292582383456,100,888,11,17.76,0.5845837041019385,385.43,53.15472791765564,65.65,9.099862636325891
1959,2.014081019842819,100,1275,6,25.5,0.6574089485563013,437.44,28.331014807097894,65.22,4.141449021779696
1960,0.6032310179105218,100,2842,2,56.84,0.9638107733583233,119.77,16.66904616347318,17.78,2.647942597565136
1961,0.0,100,4851,2,97.02,0.99,122.37,10.022629395522912,18.81,1.5855283031217071
1962,0.0,100,2806,12,56.12,0.7850075208250701,143.99,58.340808187751385,22.34,9.470184792283622
1963,2.3579853407195976,100,491,8,9.82,0.3699328083976331,290.31,96.76132440184973,48.21,16.213139732945006
1964,2.0438036402296262,100,641,14,12.82,0.586289137066569,254.75,80.0720144619829,45.12,13.3111081432013
1965,0.3071915019971967,100,2592,3,51.84,0.859901395422587,174.91,23.323419560604744,30.23,3.7679039265883625
1966,1.3778256771383406,100,2107,4,42.14,0.7483830524373671,141.03,64.44462041163716,26.6,11.356055653262713
1967,1.7032926491938536,100,356,16,7.12,0.32494816579077584,325.26,81.41530814287937,60.04,14.440166204029646
1968,0.0,100,2308,5,46.16,0.8135342368023014,209.32,48.45510912174278,29.84,8.9092311677271
1969,0.34448947526061585,100,3759,3,75.18,0.950778701626525,160.28,11.234838672628994,27.6,1.9899748742132402
1970,1.0444111555277833,100,2592,5,51.84,0.8258236997610269,229.31,70.57941555439517,40.37,11.96131681714016
1971,0.0731197768104183,100,4276,6,85.52,0.9589608217869088,80.37,30.24257098859156,13.77,5.174659409081917
1972,0.2489392153135601,100,3343,5,66.86,0.9294924801304153,89.32,35.836540011558036,15.81,6.458629885664606
1973,0.5997006997736839,100,3561,9,71.22,0.8778321257747931,103.16,59.63987256860967,18.84,10.900201832993735
1974,0.9355436036443331,100,4100,6,82.0,0.9295699952221692,222.75,29.063852119084284,39.5,4.744470465710584
1975,0.6363838092900544,100,3696,4,73.92,0.9499934841056874,111.82,31.650712472233547,17.79,4.930101418835114
1976,2.2199024633374025,100,1176,12,23.52,0.6311647814054635,259.57,123.50159958478271,43.4,20.29088465296671
1977,0.60006947845413,100,2813,8,56.26,0.841832502670306,154.39,87.85327483935929,26.96,14.861978333990399
1978,0.8063114627429252,100,1561,11,31.22,0.7803680857154993,205.58,81.49848832953897,32.93,13.388991746953915
1979,0.4472300252365951,100,2543,5,50.86,0.9554110137071761,98.23,22.705882497714114,16.19,3.442949317082666
1980,2.0904022008049425,100,491,12,9.82,0.4417733164986189,326.71,72.36135639966957,52.79,11.700679467449744
1981,0.8038573654633524,100,1613,3,32.26,0.8937029682499583,126.24,25.83722895358556,20.35,4.205650960315181
1982,2.285574905065358,100,921,7,18.42,0.5609622528870483,357.9,60.53337922171535,57.27,10.12507283924417
1983,1.0709907391980371,100,830,18,16.6,0.6301408676799971,217.04,116.7939142250143,35.43,18.548452765662155
1984,0.7600213098011168,100,2344,6,46.88,0.850954403337029,185.01,30.599508165982012,29.86,5.124490218548573
1985,1.5545597965727829,100,1423,5,28.46,0.7116479901545181,151.2,67.46969690164615,25.58,11.24649278664242
1986,0.0538742178449933,100,1517,8,30.34,0.7285954855132486,150.38,56.647114666150465,26.6,9.6850400102426
1987,0.4143642300500781,100,1722,6,34.44,0.8207507690362311,116.2,79.56255400626604,20.44,13.625211924957352
1988,1.0859624076520829,100,1038,9,20.76,0.8481340666415127,193.0,111.1333433313333,33.52,18.41655776740051
1989,1.840890733376259,100,451,11,9.02,0.47870374321368026,315.22,55.720836318203276,54.87,9.570428412563357
1990,0.4459038416459207,100,2977,4,59.54,0.8446517084592656,132.96,53.959599701999274,25.32,9.790689454783049
1991,1.3512069534830804,100,1461,6,29.22,0.8002687710953434,117.49,49.286001055066336,17.56,7.672444199862257
1992,0.7141441433100284,100,656,19,13.12,0.6287806211489413,148.75,98.86691812734935,24.8,16.16292052817188
1993,3.4365948494230474,100,40,74,0.8,0.07869047619047619,384.83,59.87020210421875,65.64,9.953411475469103
1994,0.0,100,1393,5,27.86,0.7482062528868922,258.52,55.35945808983322,46.46,9.624364914112515
1995,0.2479712787651802,100,4459,2,89.18,0.9781942729601046,125.55,18.12863756601692,22.65,2.93385412043612
1996,1.939921811935424,100,439,11,8.78,0.5294122851548559,302.54,82.0683154451217,48.37,12.827045645821956
1997,2.22581922002987,100,725,6,14.5,0.5865266714890761,334.35,62.2950038125049,55.97,10.874240203342943
1998,0.6483142761533558,100,4011,3,80.22,0.9265431524231768,139.71,27.515193984415227,20.6,4.2895221179054435
1999,0.19830807337591697,100,3891,5,77.82,0.9152885821859715,72.77,48.286199891894576,10.67,6.068039222022218
2000,0.4323829249182391,100,3253,2,65.06,0.9054740696542531,173.31,22.06703197079299,24.0,2.8809720581775866
2001,0.3840732741156203,100,3756,6,75.12,0.946,67.61,30.232728953900274,10.44,5.329765473264279
2002,0.9620863757629406,100,1705,7,34.1,0.8539447098141086,211.45,58.72739990839028,32.45,9.55758860801196
2003,1.8804528297285967,100,794,14,15.88,0.6026032892218751,249.19,92.96146459689628,40.47,15.81673480842364
2004,2.232985482948096,100,500,14,10.0,0.36802760826250774,357.04,101.64092876395809,60.39,17.330259663374925
2005,1.023783267348989,100,1381,2,27.62,0.6644084035040382,290.25,89.58575500602761,43.89,13.288261737337956
2006,2.12212264147645,100,562,15,11.24,0.665611749553129,283.71,86.29661580850086,45.43,14.1980667698106
2007,0.0,100,4950,1,99.0,1.0,100.58,13.616299056645312,18.69,2.3008476698816893
2008,2.2268704959110392,100,709,6,14.18,0.580759623255691,222.84,88.44317045425271,34.54,13.573813023612782
2009,1.7299932677456134,100,1002,12,20.04,0.6993646333386827,158.33,37.565690463506726,26.3,6.256996084384263
2010,1.0721908945526897,100,1280,4,25.6,0.7995673231201207,182.9,63.61611431076249,29.68,10.354593183703548
2011,0.673956627457192,100,2133,5,42.66,0.9406376618846594,82.1,26.18873803756111,15.2,5.035871324805669
2012,1.6924599836529526,100,399,18,7.98,0.5268982033603316,207.19,55.200669379999376,35.52,9.76675995404822
2013,0.6115126908541155,100,1867,3,37.34,0.8889996797836044,212.98,35.18919720596081,38.44,6.562499523809507
2014,0.0,100,2259,3,45.18,0.9681953246711185,91.99,23.63196775556365,15.28,3.9574739417967115
2015,0.0,100,4380,3,87.6,0.9740284446820866,54.14,15.585903887808367,9.59,2.4983794747796026
2016,0.9660919331941796,100,1072,4,21.44,0.9542167598483389,74.65,42.75473657970541,12.53,7.9353071774191575
2017,1.2071101738718717,100,2030,9,40.6,0.7676066675797373,200.4,55.05451843400321,30.11,8.867801305848028
2018,1.052734130209656,100,2134,5,42.68,0.8123515044744484,182.96,62.4755824302583,34.35,11.10979297736911
2019,1.36512356488423,100,3140,5,62.8,0.8388189380199503,268.92,72.93568125410222,45.59,13.206131151855185
2020,1.3010722462300266,100,1527,1,30.54,0.7964349108381319,233.04,70.126017996176,40.47,11.851966081625445
2021,0.6930638139889048,100,3266,3,65.32,0.8441886766450214,258.38,45.67926882076814,42.75,7.608383533970931
2022,0.1616583037012321,100,4377,3,87.54,0.9783356708742403,119.02,36.54394067420754,17.32,5.963019369413453
2023,0.4031842483071864,100,1912,9,38.24,0.8063939640470275,143.14,54.77298969382628,20.69,8.42816112802787
2024,1.166426627254516,100,1191,8,23.82,0.8717171806503926,100.38,44.61564299659929,15.24,7.269277818325559
2025,0.667770889755181,100,2814,3,56.28,0.8852660622729115,152.32,84.8009292401917,24.94,13.82086827952571
2026,1.301813088763908,100,957,28,19.14,0.4495285653240402,175.73,122.30861416923993,30.89,20.90688642529059
2027,0.8858099640540944,100,1434,4,28.68,0.7151455324297465,172.41,56.278254237316226,31.53,9.687574515842446
2028,0.0,100,2605,3,52.1,0.9428699320878674,92.46,33.382756027626,16.02,5.455236016892394
2029,0.0,100,4431,6,88.62,0.9438658791821876,125.22,45.33444165311843,19.22,7.338364940502754
2030,0.2118280479024944,100,3612,2,72.24,0.9405637910195527,138.59,27.57212178995298,24.42,5.124802435216406
2031,2.134553746177196,100,938,3,18.76,0.68421934299754,277.61,77.39908203590014,42.47,12.280435660024445
2032,2.9119465065054064,100,368,18,7.36,0.40749089307667175,335.69,48.24120541611704,59.87,8.40316011985967
2033,1.9519935414821477,100,646,9,12.92,0.6125951640909478,302.69,65.68876540170321,53.58,10.925364982461684
2034,0.4948911758437154,100,3609,6,72.18,0.97,124.85,27.763420178356988,22.45,5.056431548038597
2035,0.9584797381241296,100,2039,8,40.78,0.7770659287580988,164.7,66.5351786651242,28.52,12.304860828144298
2036,1.732869054943735,100,1842,6,36.84,0.7645567449660088,216.16,88.38322465264548,37.86,15.523543409930609
2037,2.0367676541215145,100,436,8,8.72,0.5466939081537999,248.4,72.52475439462032,44.34,12.536522643859422
2038,1.9074307210992731,100,370,18,7.4,0.5665636773002501,298.71,108.96148815063053,51.17,19.131155218647933
2039,0.0,100,2088,3,41.76,0.9207169939411171,89.24,29.535443115010143,15.55,5.026678824034813
2040,1.7959174628064878,100,1075,8,21.5,0.6890838758885616,244.4,93.59861110080641,33.21,12.432453498807066
2041,0.0385498158233959,100,4656,4,93.12,0.97,90.17,43.63302762816259,14.69,7.063561424663907
2042,0.0,100,4950,1,99.0,1.0,148.94,7.70690599397709,26.12,1.5118200951171408
2043,0.9212715897710746,100,2632,5,52.64,0.8807382871357486,105.1,66.27299600893262,16.05,10.466494159937222
2044,0.45822864825637905,100,2891,2,57.82,1.0,125.84,19.265886950773897,21.0,3.243454948045371
2045,1.9770841404729864,100,605,20,12.1,0.5112367870898384,226.51,96.1124856613333,33.76,14.37853956422557
2046,0.6204191884143934,100,3207,2,64.14,0.8405445438935456,195.82,50.02546951303905,35.43,8.894104789128583
2047,2.989108615667925,100,288,24,5.76,0.4352961878377278,395.1,91.28028264636345,64.38,15.208405570604699
2048,1.1422983175698462,100,1737,3,34.74,0.696128419799705,189.46,72.32723138624898,35.85,13.179814110980475
2049,0.6424007698640755,100,2539,2,50.78,0.9211154312095071,123.94,29.916490435878337,17.37,4.575270483807487
2050,1.38040807504769,100,2303,1,46.06,0.7917517010010487,250.41,64.22135081108152,38.23,10.440167623175405
2051,1.4630767803444984,100,1313,2,26.26,0.6624566386716113,207.25,75.91407972174859,28.0,11.349008767288886
2052,1.706148960860186,100,2140,4,42.8,0.7181622592278317,256.53,86.30833737246941,43.44,14.470881106553257
2053,1.2263638026120196,100,942,11,18.84,0.8273307178074261,168.64,68.00963461157544,29.01,11.312378176139621
2054,0.6426496418319887,100,4012,4,80.24,0.9763534218590398,97.1,23.141088997711407,15.58,3.4847668501637235
2055,0.0,100,2496,3,49.92,0.9771286656891496,61.12,32.57737865452038,10.78,5.686088286335344
2056,1.7614176736371754,100,700,12,14.0,0.5436748084245041,179.54,79.97029698581842,29.38,13.21724630927335
2057,0.0,100,4380,2,87.6,0.9995834266517357,129.28,17.014746545276545,19.79,2.6955333424018333
2058,1.1709224674170884,100,1835,4,36.7,0.8555346211966574,179.97,45.78437615606441,27.73,7.630013106148639
2059,0.0,100,4610,4,92.2,0.9649561403508773,85.27,20.67261715410025,13.5,3.4539832078341086
2060,1.3489885305175704,100,1408,3,28.16,0.8554127463971818,180.02,61.703157131543925,28.31,10.313772345752062
2061,1.855508422644208,100,1363,17,27.26,0.7526819529676672,139.19,104.10770336531296,25.05,18.166108554118026
2062,2.1518361334222638,100,572,24,11.44,0.7003634128128736,242.72,80.23528899430724,37.21,12.818186299161045
2063,1.8949268775965715,100,598,8,11.96,0.6331809945719129,188.58,54.987122128731194,33.46,10.477995991600684
2064,0.0,100,4950,1,99.0,1.0,98.37,11.812412962642306,19.09,2.0980705421887036
2065,1.3668977093056311,100,1057,13,21.14,0.6417678745366622,239.8,72.29204658881916,37.49,11.58835191043144
2066,0.6010336590533418,100,1409,4,28.18,0.9439711636536613,107.35,56.358739340052665,15.66,8.150116563583614
2067,1.1795835202113734,100,817,19,16.34,0.5636007413802846,180.23,101.97890517160889,33.63,17.862617389397332
2068,0.4926758279980384,100,3334,5,66.68,0.9460956790123457,115.15,35.86708100751998,20.02,6.326104646621015
2069,2.755257798612616,100,708,19,14.16,0.4407433278083833,324.48,66.52645789458508,57.37,11.425108314585032
2070,1.3804784804793184,100,525,23,10.5,0.660243946437344,213.83,71.0516790793856,37.01,12.197126710828252
2071,2.159841929478599,100,741,8,14.82,0.5484694375949475,364.76,65.66233623623211,63.06,10.965235975572984
2072,0.6926066909470724,100,2145,5,42.9,0.9249661401574977,94.48,52.06985308218182,15.09,7.156947673414973
2073,0.69277460586374,100,2557,3,51.14,0.9345102830806917,150.09,89.58884919452868,24.2,16.304600577751053
2074,1.1491602984358524,100,3707,6,74.14,0.9228468334689012,130.43,49.35326838214465,19.79,8.152662141901873
2075,2.7006265385927968,100,146,35,2.92,0.22763635398418006,394.9,50.386406897098745,66.1,8.421995013059554
2076,1.3273994450247868,100,2803,3,56.06,0.8341485625308332,288.31,51.324398681328944,45.96,8.099283918964689
2077,1.2739703448155415,100,1217,8,24.34,0.6680672824827434,217.28,97.094086328674,37.85,16.960173937787314
2078,2.317368622380052,100,385,17,7.7,0.6136277191161092,280.55,52.10151149438949,48.32,8.427194076322202
2079,2.1289930280752856,100,391,18,7.82,0.6099037872458924,250.63,118.4092610398359,44.82,20.185826710838473
2080,0.74483445238779,100,4285,4,85.7,0.9493576251108102,164.09,56.87778037160029,27.2,9.138927727036691
2081,0.9253522703362688,100,1228,7,24.56,0.8508904442480297,193.2,56.4926543897523,32.5,9.481033698917011
2082,2.2871324555399046,100,391,14,7.82,0.604157842329669,394.56,34.56741818533747,62.39,5.62297963716747
2083,1.975442137474265,100,297,25,5.94,0.29586152641648,371.86,78.13424601287198,63.61,13.331837832797095
2084,2.0969330582858863,100,634,10,12.68,0.721572649698923,368.06,83.49788260788412,56.34,13.054669662614982
2085,1.7523974257588757,100,2014,2,40.28,0.7035154122820317,356.44,71.3835163045363,59.9,12.10826164236634
2086,0.3091283052790059,100,3560,1,71.2,0.8749316806190299,224.53,42.846809682869036,37.41,6.819230161829119
2087,0.0,100,3400,8,68.0,0.8391457703121122,139.69,65.45344834307815,21.87,9.902176528420405
2088,0.8994645353737768,100,4372,6,87.44,0.94,136.66,38.177799831839444,20.57,5.814215338289424
2089,0.7357943697978335,100,1466,2,29.32,0.8029526265727067,167.3,44.72639041997465,28.93,7.78749638844218
2090,0.0496740226346973,100,4558,4,91.16,0.9593818589025755,145.34,11.629462584315752,24.07,2.5387201499968444
2091,0.6542806697020013,100,4850,2,97.0,0.989795918367347,149.91,8.565156157362223,25.15,1.6874537030686207
2092,0.2752751558078264,100,3757,4,75.14,0.9499929901552684,156.0,47.65731843064609,21.27,6.605838326813638
2093,1.060929844598532,100,2646,2,52.92,0.782112238925452,244.35,63.87243145520608,37.55,8.794742747801099
2094,1.8216586241719448,100,684,12,13.68,0.47353671858476576,198.2,61.51780230144766,31.2,10.04290794541103
2095,1.8807689543974009,100,1002,6,20.04,0.5104990205509405,333.34,70.72258762234313,53.56,11.644157333186461
2096,0.5837903348044847,100,2621,6,52.42,0.8836395486628247,100.07,40.713942329379016,17.33,6.639359908906882
2097,0.34521599635516226,100,3477,4,69.54,0.9262551688031709,169.12,53.04116891622958,26.64,8.525866524875932
2098,0.4566806371520864,100,3331,3,66.62,0.9640462183195975,142.1,31.60933406448165,26.07,5.128849773584717
2099,0.6912084992581539,100,3770,1,75.4,0.8776339372716735,110.61,19.591271015429292,20.01,3.3120839361344694
2100,1.2265545113842895,100,1017,27,20.34,0.5749600411412753,170.8,121.09244402521571,28.05,20.04812958856761
2101,1.4150194541176877,100,1289,8,25.78,0.8364798870547141,81.79,39.88089642924291,12.71,6.496606806633752
2102,0.5940072581168209,100,2559,6,51.18,0.8978915197299503,94.66,50.19307123498223,14.29,8.3765088193113
